"","muni","county","year","area","pop","whitepct","blackpct","aapipct","otherpct","hispanicpct","households","medinc","povpct","lmi","dcamri","dcamrirank","ciprops","totunits","occunits","occpct","ownoct","rentoct","less75own","builtpost2010","built2000_2009","built1990_1999","built1980_1989","built1970_1979","built1960_1969","built1950_1959","built1940_1949","built_pre1939","singledetatched","singleattatched","duplex","triquadplex","units5_9","units10_19","units20more","mobile","boatrv","gas","elec","bottled_tank","fueloil","wood","otherfuels","workers","automobile","transit","taxi","moto","bike","walk","othertransport","workedhome","elecutil","reselec","commelec","induselec","streetelec","totelec","gasutil","resgas","commgas","indusgas","streetgas","totgas","reselecghg","commelecghg","induselecghg","streetelecghg","resgasghg","commgasghg","indusgasghg","streetgasghg","otherheatghg","vehiclesghg","totghg","mpo","lhtruck","shtruck","icbus","lightcommtruck","motorhome","motorcycles","passcars","passtrucks","refusetrucks","schoolbus","sulhtruck","sushtruck","transbus","totvmt","totpass","evs","pctev","commsolar","ressolar","othersolar","totsolar","kwsolar","units4less","totalproj","lifetimerate","commparcels","totalcommproj","lifetimecommrate"
"284","manasquan borough","Monmouth",2020,1.6,5837,0.95,0,0,0.05,0.04,2451,116435,0.03,0,14,499,216,3525,2451,0.7,0.83,0.17,1,225,596,173,143,204,254,504,431,995,3107,169,114,38,30,9,58,0,0,0.92,0.06,0,0.02,0.01,0,3088,0.8,0.02,0,0,0.01,0.05,0.02,0.1,"JCPL",30234868,16901104,434101,230532,47800605,"NJNG",2473690,525830,0,0,2999520,6751,3774,97,51,13175,2801,0,0,1060,19391,47100,"NJTPA","2357861.00","588362.00","139339.00","1369260.00","50256.00","267447.00","25916476.00","4471870.00","79368.00","176380.00","311354.00","762273.00","107916.00","36598162.00",4509,"44","0.0098",20,208,2,230,2102.5,3287,77,0.02,211,8,"0.04"
"285","manchester township","Ocean",2020,82.4,43649,0.92,0.03,0.02,0.03,0.05,23462,46591,0.07,1,38,114,146,26176,23462,0.9,0.85,0.15,0,1165,2903,3007,5693,8700,3063,1314,155,176,11960,6391,1461,2428,525,264,1283,1848,16,0.45,0.46,0.01,0.06,0,0.02,14291,0.91,0.01,0,0,0,0,0.03,0.05,"JCPL",251908471,72051345,14776478,2105928,340842222,"NJNG",16789084,3008817,0,0,19797901,56251,16089,3300,470,89421,16025,0,0,9230,119373,310160,"NJTPA","18606731.00","4642978.00","1099571.00","10805325.00","396584.00","2110521.00","204516248.00","35289137.00","626317.00","1391878.00","2457007.00","6015374.00","851604.00","288809275.00",31152,"71","0.0023",13,1462,17,1492,29714.74,21852,3723,0.17,148,11,"0.07"
"286","mannington township","Salem",2020,37.9,1854,0.71,0.23,0.02,0.05,0.1,472,105278,0.1,0,35,145,43,553,472,0.85,0.92,0.08,0,6,32,77,17,48,100,72,39,162,544,0,4,0,0,0,5,0,0,0.13,0.05,0.09,0.61,0.08,0.03,722,0.84,0,0,0,0,0.03,0.02,0.11,"ACE",4366195,5744021,2400,52481,10165097,"SJG",45954,435509,2664810,0,3146273,975,1283,1,12,245,2320,14193,0,3922,17120,40070,"SJTPO","308537.00","377202.00","103290.00","1831672.00","11623.00","301984.00","12051259.00","16682900.00","17890.00","222830.00","206226.00","670662.00","81009.00","32865311.00",1026,"3","0.0029",NA,41,1,42,506.58,557,8,0.01,40,4,"0.1"
"287","mansfield township (burlington)","Burlington",2020,21.9,8543,0.76,0.13,0.07,0.04,0.03,3499,93036,0.03,0,19,405,95,3571,3499,0.98,0.94,0.06,0,86,1463,755,486,205,96,112,141,227,3374,187,0,0,10,0,0,0,0,0.76,0.11,0.02,0.1,0.01,0.01,4122,0.86,0.08,0,0,0,0.03,0,0.03,"PSEG",34205450,17102256,1229242,553503,53090451,"PSEG",2702304,562194,393767,0,3658266,7638,3819,274,124,14393,2994,2097,0,4388,42237,77965,"DVRPC","1771446.00","742510.00","500532.00","3784700.00","173540.00","736526.00","31026188.00","38194589.00","285316.00","549746.00","1212694.00","1878334.00","226074.00","81082195.00",6595,"58","0.0088",31,559,3,593,7041.45,3612,271,0.08,94,2,"0.02"
"288","mansfield township (warren)","Warren",2020,29.7,7382,0.78,0.09,0.05,0.09,0.13,2649,88605,0.05,0,28,244,74,2939,2649,0.9,0.59,0.41,0,0,106,560,836,331,378,144,293,291,1768,188,91,99,261,503,29,0,0,0.5,0.13,0.04,0.29,0.03,0.01,3557,0.91,0.02,0,0,0,0.01,0.03,0.03,"JCPL",25383494,24788447,22100652,64692,72337285,"ETG",1656782,1663517,978172,0,4298471,5668,5535,4935,14,8824,8860,5210,0,9165,22712,70924,"NJTPA","2819819.00","703636.00","166638.00","1637529.00","60102.00","319846.00","30994093.00","5348009.00","94917.00","210937.00","372355.00","911620.00","129059.00","43768560.00",4903,"24","0.0049",2,34,1,37,877.03,2226,156,0.07,74,13,"0.18"
"289","mantoloking borough","Ocean",2020,0.6,474,0.95,0.01,0.01,0.04,0.06,196,146250,0.03,0,15,473,4,443,196,0.44,0.97,0.03,1,85,57,30,38,20,36,57,19,101,439,4,0,0,0,0,0,0,0,0.92,0.04,0.01,0,0,0.03,194,0.58,0.06,0,0,0,0.01,0,0.35,"JCPL",8151233,422186,16854,537734,9128007,"NJNG",2195887,58839,0,0,2254726,1820,94,4,120,11696,313,0,0,8,747,14803,"NJTPA","90253.00","22521.00","5334.00","52412.00","1924.00","10237.00","992013.00","171171.00","3038.00","6751.00","11918.00","29178.00","4131.00","1400881.00",381,"4","0.0105",NA,17,0,17,137.7,454,3,0.01,6,2,"0.33"
"290","mantua township","Gloucester",2020,16.1,14909,0.92,0.04,0.02,0.02,0.03,5419,99945,0.04,0,25,285,174,5763,5419,0.94,0.92,0.08,0,183,997,1751,700,275,394,1025,101,337,4219,800,77,157,201,24,0,285,0,0.84,0.08,0,0.07,0,0.01,7744,0.92,0.02,0,0,0,0,0,0.05,"ACE",115888272,52648295,2420066,386344,171342977,"SJG",3891988,838370,96956,0,4827314,25878,11756,540,86,20729,4465,516,0,2138,71242,137352,"DVRPC","2987941.00","1252410.00","844260.00","6383746.00","292714.00","1242317.00","52332626.00","64423742.00","481249.00","927270.00","2045481.00","3168231.00","381324.00","136763310.00",10543,"51","0.0048",33,1245,6,1284,29723.35,5261,413,0.08,178,12,"0.07"
"291","manville borough","Somerset",2020,2.4,10193,0.81,0.09,0.03,0.07,0.17,4007,72615,0.11,0,36,137,165,4305,4007,0.93,0.72,0.28,0,37,80,157,370,180,815,1230,567,869,3038,188,638,178,146,117,0,0,0,0.87,0.06,0,0.03,0,0.04,5152,0.86,0.02,0,0,0.01,0.04,0,0.07,"PSEG",28410680,14921037,131595,679072,44142384,"PSEG",2851724,753629,6001,0,3611354,6344,3332,29,152,15189,4014,32,0,599,38590,68280,"NJTPA","4184106.00","1044070.00","247261.00","2429800.00","89179.00","474593.00","45989677.00","7935486.00","140840.00","312992.00","552509.00","1352680.00","191500.00","64944693.00",6812,"18","0.0026",1,269,4,274,2317.5,3917,162,0.04,164,31,"0.19"
"292","maple shade township","Burlington",2020,3.8,18590,0.71,0.11,0.08,0.09,0.11,8332,64666,0.08,1,33,175,313,9091,8332,0.92,0.46,0.54,0,149,267,734,398,2914,1182,1993,616,838,3759,425,293,1184,631,1023,1767,9,0,0.71,0.2,0.03,0.04,0.01,0.01,10054,0.92,0.03,0,0,0,0.01,0,0.04,"PSEG",59626616,55924990,4504892,1256934,121313432,"PSEG",3601299,3101293,22742,0,6725333,13315,12488,1006,281,19181,16518,121,0,7751,64767,135428,"DVRPC","2716375.00","1138581.00","767527.00","5803543.00","266110.00","1129406.00","47576245.00","58568429.00","437510.00","842992.00","1859572.00","2880278.00","346667.00","124333235.00",12503,"33","0.0026",8,250,4,262,3069.4,5479,361,0.07,316,15,"0.05"
"293","maplewood township","Essex",2020,3.9,25135,0.53,0.35,0.03,0.08,0.08,8127,149568,0.04,0,17,434,334,8539,8127,0.95,0.82,0.18,0,479,114,266,306,160,735,972,712,4795,5517,300,1381,369,36,212,724,0,0,0.79,0.09,0.01,0.09,0,0.02,13178,0.56,0.26,0.01,0,0,0.02,0.03,0.12,"PSEG",70481261,44245094,980299,1792149,117498803,"PSEG",8487769,3706593,84228,0,12278591,15739,9880,219,400,45207,19742,449,0,4573,62449,158657,"NJTPA","7002223.00","1747281.00","413799.00","4066339.00","149244.00","794247.00","76965062.00","13280267.00","235700.00","523801.00","924640.00","2263749.00","320481.00","108686833.00",13259,"208","0.0157",1,298,1,300,1839.53,7496,510,0.07,328,43,"0.13"
"294","margate city city","Atlantic",2020,1.6,5921,0.95,0.01,0.01,0.03,0.03,2877,101354,0.05,0,23,328,180,6879,2877,0.42,0.84,0.16,1,406,611,196,572,941,1045,1677,414,1017,4276,338,589,200,111,233,1132,0,0,0.8,0.17,0.01,0.01,0,0,2855,0.85,0.01,0,0,0,0.03,0.01,0.1,"ACE",48433501,16569946,0,542657,65546104,"SJG",3787134,833819,0,0,4620953,10815,3700,0,121,20171,4441,0,0,302,11539,51089,"SJTPO","489780.00","241429.00","154581.00","1317208.00","6383.00","171852.00","8947427.00","9832804.00","18298.00","74416.00","285459.00","541886.00","68998.00","22150524.00",4699,"56","0.0119",8,188,4,200,2456.63,5479,120,0.02,179,8,"0.04"
"295","marlboro township","Monmouth",2020,30.4,39877,0.72,0.02,0.23,0.03,0.05,13174,157293,0.02,0,12,521,297,13584,13174,0.97,0.93,0.07,0,328,1859,3245,3604,2080,1571,592,68,237,11014,1322,79,235,407,147,167,213,0,0.92,0.03,0.02,0.03,0,0,19615,0.7,0.15,0,0,0,0.01,0,0.13,"JCPL",169580107,70898502,4348324,2342238,247169171,"NJNG",16422738,2622356,0,0,19045094,37867,15832,971,523,87470,13967,0,0,3677,164085,324391,"NJTPA","18580550.00","4636447.00","1098025.00","10790122.00","396025.00","2107551.00","204228492.00","35239484.00","625435.00","1389919.00","2453551.00","6006909.00","850405.00","288402915.00",27464,"414","0.0151",13,690,14,717,10807.82,12594,724,0.06,306,18,"0.06"
"296","matawan borough","Monmouth",2020,2.4,8696,0.77,0.15,0.04,0.04,0.09,3250,108247,0.07,0,25,300,157,3394,3250,0.96,0.65,0.35,0,183,134,201,395,604,792,422,228,435,1938,113,84,317,190,444,308,0,0,0.78,0.14,0.01,0.06,0,0.01,4765,0.81,0.09,0,0,0,0,0.03,0.06,"JCPL",36350135,20235711,3325402,429565,60340813,"NJNG",2252700,1411587,0,0,3664287,8117,4519,743,96,11998,7518,0,0,1131,44453,78574,"NJTPA","5488677.00","1369601.00","324355.00","3187391.00","116986.00","622569.00","60328906.00","10409711.00","184752.00","410581.00","724776.00","1774435.00","251208.00","85193948.00",5732,"46","0.008",7,342,6,355,5673.09,2598,111,0.04,157,16,"0.1"
"297","maurice river township","Cumberland",2020,95.2,7157,0.44,0.41,0,0.15,0.17,909,73203,0.13,0,50,46,103,1152,909,0.79,0.82,0.18,0,0,61,113,152,88,131,208,118,281,979,46,63,0,0,0,0,64,0,0.3,0.14,0.23,0.27,0.02,0.04,880,0.96,0,0,0,0,0,0,0.04,"ACE",9114905,25240085,3646549,174065,38175604,"SJG",300028,603822,2859,0,906709,2035,5636,814,39,1598,3216,15,0,3063,41814,58231,"SJTPO","1097433.00","999485.00","1527078.00","4647451.00","40071.00","913799.00","30009518.00","36268241.00","76132.00","880041.00","1088498.00","2364958.00","357181.00","80269844.00",1850,"2","0.0011",4,130,1,135,2566.02,1118,46,0.04,96,8,"0.08"
"298","maywood borough","Bergen",2020,1.3,9626,0.69,0.04,0.2,0.08,0.19,3717,98511,0.06,0,26,282,128,3893,3717,0.96,0.69,0.31,0,35,47,82,144,244,383,1241,772,945,2693,106,345,437,15,53,244,0,0,0.86,0.06,0,0.07,0,0.01,4611,0.8,0.1,0,0,0,0.03,0.01,0.07,"PSEG",26874402,21314331,4243512,594830,53027075,"PSEG",2692407,1156742,1702667,0,5551815,6001,4760,948,133,14340,6161,9069,0,1474,34571,77456,"NJTPA","3962037.00","988656.00","234138.00","2300838.00","84447.00","449405.00","43548805.00","7514316.00","133365.00","296381.00","523184.00","1280888.00","181337.00","61497797.00",6228,"28","0.0045",2,95,2,99,820.49,3340,112,0.03,133,26,"0.2"
"299","medford lakes borough","Burlington",2020,1.3,3961,0.93,0,0.02,0.04,0.04,1408,126154,0.01,0,15,465,15,1426,1408,0.99,0.97,0.03,0,7,18,7,19,132,472,439,67,265,1417,9,0,0,0,0,0,0,0,0.75,0.04,0,0.21,0.01,0,1997,0.87,0.02,0,0,0,0.01,0,0.1,"PSEG",17111039,2631868,0,148452,19891359,"SJG",6061350,1471475,0,0,7532825,3821,588,0,33,32284,7837,0,0,2049,11338,57950,"DVRPC","475518.00","199316.00","134361.00","1015947.00","46584.00","197710.00","8328521.00","10252772.00","76589.00","147571.00","325530.00","504211.00","60686.00","21765315.00",2960,"26","0.0088",NA,NA,NA,NA,NA,1465,174,0.12,15,2,"0.13"
"300","medford township","Burlington",2020,39.8,23346,0.93,0.02,0.02,0.03,0.02,8487,133796,0.03,0,15,469,356,8843,8487,0.96,0.87,0.13,0,491,914,1278,1960,2258,932,565,71,374,6855,1051,81,17,428,198,213,0,0,0.83,0.07,0.01,0.08,0,0,11959,0.84,0.04,0,0,0,0.01,0,0.11,"PSEG/ACE",104804688,53766673,2167606,1334576,162073543,"PSEG/SJG",2667551,961387,0,0,3628938,23403,12006,484,298,36191,5120,0,0,6118,98093,181714,"DVRPC","4114079.00","1724436.00","1162457.00","8789742.00","403037.00","1710539.00","72056490.00","88704677.00","662629.00","1276752.00","2816410.00","4362319.00","525043.00","188308610.00",17470,"174","0.01",32,253,10,286,21415.32,8065,967,0.12,354,26,"0.07"
"301","mendham borough","Morris",2020,6,4880,0.93,0.01,0.02,0.05,0.04,1736,171894,0.02,0,12,520,92,1790,1736,0.97,0.88,0.12,0,14,82,124,260,475,291,175,78,291,1353,286,50,29,30,42,0,0,0,0.84,0.09,0.01,0.07,0,0,2109,0.8,0.04,0,0,0,0.01,0,0.15,"JCPL",24784543,12972206,748334,116746,38621829,"PSEG",2708345,502678,1210,0,3212233,5534,2897,167,26,14425,2677,6,0,671,24942,51346,"NJTPA","3049636.00","760982.00","180219.00","1770988.00","65000.00","345913.00","33520130.00","5783875.00","102653.00","228128.00","402703.00","985917.00","139577.00","47335721.00",3428,"55","0.016",NA,29,2,31,571.1,1782,74,0.04,92,20,"0.22"
"302","mendham township","Morris",2020,18,5722,0.89,0.01,0.04,0.06,0.04,1969,197950,0.02,0,8,553,9,2058,1969,0.96,0.96,0.05,0,9,252,365,191,366,300,218,160,197,1877,34,55,59,20,13,0,0,0,0.75,0.13,0.01,0.11,0,0,2893,0.79,0.02,0,0,0,0,0.09,0.11,"JCPL",38530281,4673631,947925,22008,44173845,"PSEG",3742723,265580,1270,0,4009574,8604,1044,212,5,19934,1415,7,0,1198,17750,50168,"NJTPA","2282430.00","569540.00","134881.00","1325455.00","48648.00","258891.00","25087371.00","4328808.00","76828.00","170737.00","301394.00","737887.00","104463.00","35427333.00",4408,"53","0.012",NA,7,1,8,79.82,1961,31,0.02,10,9,"0.9"
"303","merchantville borough","Camden",2020,0.6,3702,0.66,0.14,0.03,0.17,0.24,1341,81688,0.15,0,33,172,79,1491,1341,0.9,0.64,0.36,0,0,123,40,34,140,130,155,70,799,662,248,236,13,42,88,202,0,0,0.7,0.22,0,0.09,0,0,1850,0.79,0.1,0,0,0,0.01,0.01,0.09,"PSEG",12723007,3555554,1968562,263338,18510461,"PSEG",1079292,393953,3553,0,1476798,2841,794,440,59,5748,2098,19,0,601,11280,23880,"DVRPC","473102.00","198303.00","133678.00","1010784.00","46348.00","196705.00","8286202.00","10200675.00","76200.00","146821.00","323876.00","501649.00","60378.00","21654720.00",2120,"12","0.0057",NA,5,0,5,39.71,1311,123,0.09,78,7,"0.09"
"304","metuchen borough","Middlesex",2020,2.8,14289,0.68,0.06,0.16,0.1,0.1,5158,136067,0.03,0,15,463,424,5380,5158,0.96,0.78,0.23,0,429,331,206,295,459,540,1457,582,1081,3596,506,215,272,118,144,529,0,0,0.82,0.08,0.02,0.07,0,0.01,7504,0.64,0.22,0.01,0,0,0.02,0.01,0.1,"PSEG",45415449,42815496,2305572,1054181,91590698,"ETG",7947512,2634200,2588719,0,13170432,10141,9561,515,235,42330,14030,13788,0,2209,57766,150574,"NJTPA","6817038.00","1701071.00","402855.00","3958799.00","145298.00","773243.00","74929608.00","12929052.00","229467.00","509949.00","900187.00","2203882.00","312006.00","105812455.00",8978,"84","0.0094",17,203,2,222,3319.57,4723,409,0.09,421,29,"0.07"
"305","middle township","Cape May",2020,82.7,18400,0.83,0.11,0.01,0.05,0.12,7605,71321,0.12,0,45,63,543,9765,7605,0.78,0.78,0.22,0,692,1668,1369,1401,1435,1104,1160,272,664,7134,883,403,43,86,46,64,1106,0,0.61,0.14,0.16,0.06,0.01,0.01,8386,0.92,0.02,0,0,0,0.01,0.02,0.03,"ACE",82574551,102602761,816169,909069,186902550,"SJG",4095636,2325546,6956,0,6428138,18439,22911,182,203,41735,12386,37,0,10571,147920,254385,"SJTPO","4570103.00","2768471.00","1788003.00","17846923.00","164387.00","3040113.00","99336807.00","137473661.00","289813.00","724687.00","6415237.00","8783482.00","758719.00","283960330.00",13110,"60","0.0046",47,1090,19,1156,14656.36,8405,495,0.06,548,28,"0.05"
"306","middlesex borough","Middlesex",2020,3.5,13606,0.64,0.08,0.06,0.21,0.3,4909,84216,0.1,0,30,207,347,5144,4909,0.95,0.75,0.25,0,390,93,306,453,446,1163,1627,238,428,3748,535,116,240,35,135,335,0,0,0.82,0.14,0,0.02,0,0.01,6960,0.88,0.04,0,0,0,0.03,0.01,0.04,"PSEG",39431986,41566022,7891623,760102,89649733,"PSEG",3545463,2631395,616478,0,6793336,8805,9282,1762,170,18884,14015,3283,0,630,84609,141440,"NJTPA","8411836.00","2099024.00","497100.00","4884932.00","179290.00","954136.00","92458854.00","15953711.00","283148.00","629248.00","1110778.00","2719464.00","384997.00","130566518.00",9146,"23","0.0025",8,224,1,233,2817.34,4517,175,0.04,341,31,"0.09"
"307","middletown township","Monmouth",2020,43.5,65316,0.91,0.02,0.04,0.04,0.07,24147,119013,0.04,0,19,409,589,25107,24147,0.96,0.85,0.15,0,876,1454,1243,4043,4639,3460,5226,1059,3107,19638,1837,444,601,445,901,1171,70,0,0.83,0.12,0.01,0.04,0,0,32931,0.79,0.12,0,0,0,0.01,0.01,0.08,"JCPL",266446080,275785173,15207087,3055527,560493867,"NJNG",710947,274323,0,0,985270,59498,61583,3396,682,3787,1461,0,0,8239,257881,396527,"NJTPA","29345587.00","7322668.00","1734189.00","17041607.00","625471.00","3328605.00","322552595.00","55656224.00","987792.00","2195199.00","3875068.00","9487140.00","1343104.00","455495249.00",46745,"233","0.005",14,858,36,908,14208.72,22285,951,0.04,584,48,"0.08"
"308","midland park borough","Bergen",2020,1.6,7230,0.91,0.01,0.02,0.06,0.09,2885,121607,0.02,0,16,446,174,2921,2885,0.99,0.65,0.35,0,0,286,215,124,127,285,684,258,942,1881,129,252,248,0,63,348,0,0,0.81,0.12,0.01,0.06,0,0,3651,0.8,0.07,0,0,0,0.03,0.02,0.08,"PSEG",22314782,16772717,776521,541641,40405661,"PSEG",2601586,911529,23994,0,3537109,4983,3745,173,121,13856,4855,128,0,983,40633,69478,"NJTPA","4318180.00","1077525.00","255184.00","2507659.00","92038.00","489802.00","47463355.00","8189769.00","145353.00","323022.00","570213.00","1396025.00","197637.00","67025762.00",5123,"29","0.0057",5,21,4,30,1283.98,2426,35,0.01,174,23,"0.13"
"309","milford borough","Hunterdon",2020,1.3,1285,0.99,0,0.01,0,0.01,542,93929,0.04,0,28,237,44,585,542,0.93,0.72,0.28,0,3,22,22,21,87,71,89,30,240,428,41,28,44,33,6,5,0,0,0.02,0.26,0.08,0.58,0.04,0.01,684,0.89,0.02,0,0.01,0,0.02,0,0.06,"JCPL",6244947,2400811,431965,55296,9133019,"ETG",13134,8979,1166615,0,1188728,1394,536,96,12,70,48,6214,0,3159,4664,16193,"NJTPA","690393.00","172275.00","40799.00","400926.00","14715.00","78310.00","7588467.00","1309385.00","23239.00","51645.00","91166.00","223197.00","31598.00","10716115.00",1011,"4","0.004",2,138,6,146,5771.45,562,22,0.04,45,4,"0.09"
"310","millburn township","Essex",2020,9.9,20174,0.62,0.02,0.29,0.08,0.06,6730,250000,0.04,0,5,562,289,7015,6730,0.96,0.82,0.18,0,288,253,127,185,232,1058,1404,795,2673,5709,147,456,248,82,96,277,0,0,0.87,0.07,0.01,0.04,0,0,9076,0.46,0.31,0,0,0,0.01,0,0.21,"PSEG/JCPL",98083755,94950970,18696952,970097,212701774,"PSEG",10572403,2632781,29982,0,13235167,21902,21203,4175,217,56310,14023,160,0,2105,124499,244593,"NJTPA","14015887.00","3497416.00","828274.00","8139323.00","298735.00","1589792.00","154055899.00","26582238.00","471785.00","1048460.00","1850789.00","4531199.00","641486.00","217551283.00",13020,"414","0.0318",15,123,4,142,13640.86,6410,120,0.02,291,22,"0.08"
"311","millstone borough","Somerset",2020,0.7,573,0.71,0.01,0.01,0.27,0.26,187,164063,0.04,0,17,424,10,200,187,0.94,0.94,0.06,0,1,0,6,4,5,55,76,9,44,186,4,8,2,0,0,0,0,0,0.93,0.01,0,0.05,0,0.01,323,0.92,0.02,0,0.01,0,0.01,0,0.05,"PSEG",1690936,270105,22080,66019,2049140,"PSEG",152212,17990,3987,0,174189,378,60,5,15,811,96,21,0,53,1128,2566,"NJTPA","130605.00","32590.00","7718.00","75845.00","2784.00","14814.00","1435551.00","247703.00","4396.00","9770.00","17246.00","42223.00","5978.00","2027223.00",441,"4","0.0091",NA,NA,NA,NA,NA,172,5,0.03,10,5,"0.5"
"312","millstone township","Monmouth",2020,37.2,10418,0.85,0.01,0.07,0.07,0.13,3462,177500,0.04,0,13,502,98,3602,3462,0.96,0.92,0.08,0,113,603,1321,504,561,181,161,43,115,3545,7,28,0,17,5,0,0,0,0.84,0.03,0.02,0.09,0.01,0,5736,0.84,0.06,0,0,0,0.01,0.01,0.08,"JCPL",54929010,16078901,258483,346260,71612654,"PSEG",4602936,1483148,38211,0,6124295,12266,3590,58,77,24516,7899,204,0,3065,27584,79258,"NJTPA","5148619.00","1284746.00","304260.00","2989912.00","109738.00","583996.00","56591135.00","9764761.00","173306.00","385143.00","679872.00","1664497.00","235645.00","79915630.00",8474,"75","0.0089",3,84,2,89,13330.53,3544,59,0.02,102,9,"0.09"
"313","milltown borough","Middlesex",2020,1.6,6973,0.86,0.03,0.06,0.05,0.1,2459,105540,0.01,0,23,339,96,2606,2459,0.94,0.78,0.22,0,10,63,161,225,299,411,495,201,741,2060,79,327,115,0,0,25,0,0,0.95,0.03,0,0.01,0,0.01,3880,0.87,0.04,0,0,0,0,0.04,0.05,"MEU/PSEG",100942,0,0,0,100942,"PSEG",2248181,588361,35938,0,2872480,23,0,0,0,11974,3134,191,0,163,40338,55824,"NJTPA","4466617.00","1114565.00","263956.00","2593859.00","95202.00","506639.00","49094909.00","8471292.00","150350.00","334126.00","589815.00","1444013.00","204431.00","69329774.00",4894,"35","0.0072",NA,1,0,1,10.8,2486,68,0.03,94,18,"0.19"
"314","millville city","Cumberland",2020,44.5,27485,0.77,0.15,0.02,0.06,0.18,11500,63182,0.13,1,55,31,485,12656,11500,0.91,0.68,0.32,0,528,1372,843,922,1777,2067,1672,736,2739,8629,1209,363,343,435,259,1136,282,0,0.67,0.15,0.01,0.15,0.02,0.01,12609,0.94,0.02,0,0,0.01,0.01,0.01,0.01,"ACE",108463232,90917290,135106013,1934845,336421380,"SJG",5359384,4462241,27188290,0,37009915,24220,20302,30169,432,75123,23767,144809,0,20078,82395,421294,"SJTPO","2162505.00","1969497.00","3009126.00","9157857.00","78960.00","1800652.00","59134111.00","71466998.00","150019.00","1734130.00","2144897.00","4660179.00","703830.00","158172677.00",18722,"43","0.0023",43,1230,17,1290,18865.81,10052,529,0.05,471,23,"0.05"
"315","mine hill township","Morris",2020,3,3511,0.73,0.02,0.08,0.17,0.32,1269,95516,0.07,0,29,222,67,1350,1269,0.94,0.88,0.12,0,17,7,191,183,245,150,245,97,215,968,245,65,43,0,29,0,0,0,0.49,0.11,0.06,0.33,0,0.01,1919,0.86,0.04,0,0,0,0.01,0,0.09,"JCPL",13528475,4308258,260320,180405,18277458,"NJNG",720696,189905,0,0,910601,3021,962,58,40,3839,1011,0,0,2497,12526,23955,"NJTPA","1591691.00","397178.00","94062.00","924329.00","33925.00","180542.00","17495104.00","3018768.00","53577.00","119067.00","210182.00","514578.00","72849.00","24705852.00",2549,"7","0.0027",1,71,1,73,611.43,1344,104,0.08,68,10,"0.15"
"316","monmouth beach borough","Monmouth",2020,2,3226,0.95,0,0,0.05,0.06,1485,111415,0.03,0,12,519,38,1894,1485,0.78,0.76,0.24,0,67,125,251,346,577,181,123,10,214,957,256,29,37,180,34,401,0,0,0.62,0.33,0.01,0.02,0.02,0,1471,0.68,0.13,0,0,0.01,0,0.04,0.14,"JCPL",21118922,5384499,6305756,196380,33005557,"NJNG",1406496,352060,0,0,1758556,4716,1202,1408,44,7491,1875,0,0,1724,10898,29358,"NJTPA","1218547.00","304067.00","72011.00","707636.00","25972.00","138217.00","13393687.00","2311071.00","41017.00","91154.00","160908.00","393944.00","55771.00","18914002.00",2539,"69","0.0272",2,48,0,50,416.44,1176,26,0.02,32,3,"0.09"
"317","monroe township (gloucester)","Gloucester ",2020,46.9,36861,0.81,0.12,0.02,0.05,0.09,13764,84743,0.06,0,30,203,453,14469,13764,0.95,0.86,0.14,0,907,2823,2470,1719,3209,1544,729,346,722,11031,935,149,325,309,327,270,1123,0,0.8,0.06,0.01,0.1,0,0.01,19114,0.9,0.03,0,0,0,0.01,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DVRPC","6001679.00","2515633.00","1695809.00","12822607.00","587956.00","2495360.00","105117077.00","129403699.00","966653.00","1862545.00","4108621.00","6363816.00","765941.00","274707395.00",25618,"82","0.0032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","monroe township (middlesex)","Middlesex",2020,42.2,44615,0.74,0.03,0.2,0.02,0.06,19526,95698,0.04,0,23,323,243,20713,19526,0.94,0.9,0.1,0,3005,4778,2943,3515,3028,1983,758,348,355,12944,5397,499,644,262,123,844,0,0,0.65,0.31,0.01,0.03,0,0,18360,0.78,0.08,0,0,0,0,0.01,0.13,"JCPL",230216875,151029124,42807785,3041314,427095098,"NJNG/PSEG",24178587,5794103,76705,0,30049395,51408,33725,9559,679,128779,30860,409,0,5233,130570,391221,"NJTPA","16535917.00","4126246.00","977196.00","9602759.00","352447.00","1875632.00","181754854.00","31361673.00","556611.00","1236970.00","2183559.00","5345900.00","756826.00","256666590.00",32072,"491","0.0153",20,756,1,777,28044.84,18558,1019,0.05,248,27,"0.11"
